# {"t_start": 1582159160.5053852, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-24.876452,50,966.017251
-5.747161,50,966.237422
-2.201797,50,966.465774
-10.490356,50,966.682613
-17.216062,50,966.901234
-12.958731,50,967.130161
-1.860174,50,967.370713
-20.613243,50,967.588671
-5.939953,50,967.800719
-8.720964,50,968.028664
-10.560707,50,968.231946
-4.116641,50,968.448301
-21.206119,50,968.652211
-7.808678,50,968.861354
-7.120969,50,969.09959
-2.950481,50,969.635248
-17.432572,50,970.122973
-17.401868,50,970.622461
-21.210136,50,971.103832
-2.699629,50,971.497135
-4.321672,50,971.720564
-5.873448,50,971.947472
-5.348234,50,972.160904
-6.132117,50,972.555063
-13.525962,50,973.057249
-31.167173,50,973.55617
-13.23232,50,998.053321
-16.064691,50,998.45701
-9.494388,50,998.84006
-3.766217,50,999.204973
-6.586622,50,999.598363
-5.460953,50,999.983643
-13.981258,50,1000.36854
-12.411942,50,1000.744932
-10.127679,50,1001.123546
-8.857417,50,1001.508949
-14.607496,50,1001.845405
-15.254664,50,1002.073541
-13.595705,50,1002.292109
-8.288456,50,1002.50898
-15.208873,50,1002.732867
-17.683128,50,1002.958675
-16.041331,50,1003.188286
-16.390874,50,1003.40564
-18.986425,50,1003.628749
-12.693703,50,1003.852139
-14.844092,50,1004.092922
-8.726309,50,1004.323932
-9.065921,50,1004.55512
-14.355389,50,1004.775884
-3.6846,50,1004.994212
-3.424064,50,1005.215399
-4.21132,50,1005.438603
-4.588825,50,1005.789796
-8.514499,50,1006.306875
-3.111977,50,1006.84156
-7.378776,50,1007.358915
-11.515692,50,1007.58512
-8.48581,50,1007.789609
-8.489776,50,1007.998858
-20.730793,50,1008.201048
-2.575105,50,1008.409168
-12.659291,50,1008.616315
-23.213495,50,1008.817598
-6.844047,50,1009.021049
-10.514552,50,1009.234539
-13.081848,50,1009.443561
-23.134721,50,1034.734779
-25.268936,50,1035.10778
-9.82657,50,1035.504547
-18.510457,50,1035.891092
-18.007957,50,1036.263549
-10.657993,50,1036.635267
-12.0437,50,1037.013645
-12.949929,50,1037.384537
-16.545878,50,1037.760221
-3.394482,50,1038.096087
-18.048627,50,1038.324341
-29.231027,50,1038.541394
-12.09257,50,1038.780582
-18.981871,50,1039.001078
-9.27415,50,1039.226446
-6.987596,50,1039.455555
-12.496059,50,1039.771513
-1.743212,50,1040.345169
-8.145191,50,1040.832989
-11.883655,50,1041.362084
-17.832265,50,1041.679675
-26.137906,50,1041.897304
-25.565666,50,1042.116832
-19.127306,50,1042.32243
-7.846373,50,1042.536523
-6.742111,50,1042.743924
-3.520704,50,1042.971711
-2.045272,50,1043.190955
-10.940889,50,1043.390914
-2.412897,50,1043.626575
-15.148635,50,1043.831883
-10.818051,50,1044.04689
-14.379843,50,1044.25093
-9.998756,50,1044.454089
-23.747895,50,1044.66531
-14.692664,50,1044.874269
-3.693765,50,1045.093397
-20.332976,50,1045.303934
-2.519004,50,1045.518087
-4.067261,50,1045.732603
-17.361235,50,1045.941294
-7.378324,50,1070.019037
-7.363599,50,1070.396134
-3.214161,50,1070.767197
-15.644439,50,1071.14041
-7.362916,50,1071.567595
-31.093734,50,1072.20295
-13.652837,50,1072.833213
-14.081721,50,1073.46896
-14.694557,50,1074.105723
-10.783551,50,1074.481966
-4.913027,50,1074.744019
-15.008259,50,1074.973457
-10.414281,50,1075.187566
-5.128307,50,1075.433379
