# {"t_start": 1587110352.6951127, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1374.008555
-400.0,400,1374.489382
-400.0,400,1374.997542
-400.0,400,1375.465153
-400.0,400,1375.942816
-400.0,400,1382.964547
-400.0,400,1383.442094
-400.0,400,1383.931113
-400.0,400,1384.414457
-400.0,400,1384.883263
-400.0,400,1391.989478
-400.0,400,1392.466128
-400.0,400,1392.973223
-400.0,400,1393.447809
-400.0,400,1393.918634
-400.0,400,1400.854285
-400.0,400,1401.336895
-400.0,400,1401.844131
-400.0,400,1402.328622
-400.0,400,1402.805863
-400.0,400,1409.854321
-400.0,400,1410.348117
-400.0,400,1410.875232
-400.0,400,1411.373702
-400.0,400,1411.87354
-400.0,400,1418.739557
-400.0,400,1419.224965
-400.0,400,1419.684328
-400.0,400,1420.156891
-400.0,400,1420.615983
-400.0,400,1427.658273
-400.0,400,1428.137663
-400.0,400,1428.623679
-400.0,400,1429.094173
-400.0,400,1429.562968
-400.0,400,1436.38631
-400.0,400,1436.90532
-400.0,400,1437.382811
-400.0,400,1437.888974
-400.0,400,1438.381447
-400.0,400,1438.864824
-400.0,400,1445.71023
-400.0,400,1446.185782
-400.0,400,1446.71524
-400.0,400,1447.182341
-400.0,400,1447.673401
-400.0,400,1454.596907
-400.0,400,1455.079205
-400.0,400,1455.627406
-400.0,400,1456.103805
-400.0,400,1456.574458
-400.0,400,1463.874822
-400.0,400,1464.430336
-400.0,400,1464.951137
-400.0,400,1465.476719
-400.0,400,1465.95422
-400.0,400,1473.140683
-400.0,400,1473.652075
-400.0,400,1474.242712
-400.0,400,1474.812404
-400.0,400,1475.331047
-400.0,400,1482.866707
-400.0,400,1483.383177
-400.0,400,1483.899129
-400.0,400,1484.418549
-400.0,400,1484.934885
-400.0,400,1492.340999
-400.0,400,1492.876303
-400.0,400,1493.400804
-400.0,400,1493.907327
-400.0,400,1494.39979
-400.0,400,1501.856138
-400.0,400,1502.321888
-400.0,400,1502.785565
-400.0,400,1503.259412
-400.0,400,1503.731845
