# {"t_start": 1587202739.918505, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1745.922498
-400.0,400,1746.213043
-400.0,400,1746.506132
-400.0,400,1746.797607
-400.0,400,1747.083371
-400.0,400,1757.852726
-400.0,400,1758.152662
-400.0,400,1758.446929
-400.0,400,1758.752412
-400.0,400,1759.052734
-400.0,400,1772.134174
-400.0,400,1772.43788
-400.0,400,1772.740281
-400.0,400,1773.059204
-400.0,400,1773.374209
-400.0,400,1784.488966
-400.0,400,1784.78317
-400.0,400,1785.082986
-400.0,400,1785.399179
-400.0,400,1785.703784
-400.0,400,1796.546952
-400.0,400,1796.847056
-400.0,400,1797.165992
-400.0,400,1797.478554
-400.0,400,1797.785983
-400.0,400,1808.754715
-400.0,400,1809.05521
-400.0,400,1809.353721
-400.0,400,1809.641867
-400.0,400,1809.936082
-400.0,400,1820.486662
-400.0,400,1820.781105
-400.0,400,1821.070226
-400.0,400,1821.351702
-400.0,400,1821.635962
-400.0,400,1832.317502
-400.0,400,1832.634751
-400.0,400,1832.950402
-400.0,400,1833.26838
-400.0,400,1833.592292
-400.0,400,1844.197072
-400.0,400,1844.477457
-400.0,400,1844.757119
-400.0,400,1845.03676
-400.0,400,1845.32222
-400.0,400,1845.606673
-400.0,400,1856.768824
-400.0,400,1857.067595
-400.0,400,1857.371545
-400.0,400,1857.700679
-400.0,400,1858.014832
-400.0,400,1871.027434
-400.0,400,1871.428044
-400.0,400,1871.8895
-400.0,400,1872.192139
-400.0,400,1872.506554
-400.0,400,1883.766779
-400.0,400,1884.05929
-400.0,400,1884.351587
-400.0,400,1884.648841
-400.0,400,1884.939478
-400.0,400,1895.637382
-400.0,400,1895.928518
-400.0,400,1896.21197
-400.0,400,1896.493689
-400.0,400,1896.776795
-400.0,400,1907.829375
-400.0,400,1908.134522
-400.0,400,1908.435558
-400.0,400,1908.737767
-400.0,400,1909.060842
-400.0,400,1919.775969
-400.0,400,1920.079904
-400.0,400,1920.386869
-400.0,400,1920.69072
-400.0,400,1920.988745
-400.0,400,1931.61119
-400.0,400,1931.904025
-400.0,400,1932.183066
-400.0,400,1932.464493
-400.0,400,1932.747759
-400.0,400,1943.376534
-400.0,400,1943.669798
-400.0,400,1943.96145
-400.0,400,1944.242239
-400.0,400,1944.529974
-400.0,400,1944.810794
-400.0,400,1955.394358
-400.0,400,1955.673402
-400.0,400,1955.956664
-400.0,400,1956.24123
-400.0,400,1956.523785
-400.0,400,1991.093663
-400.0,400,1991.397626
-400.0,400,1991.70144
-400.0,400,1992.000742
-400.0,400,1992.28802
-400.0,400,2002.89561
-400.0,400,2003.174677
-400.0,400,2003.456406
-400.0,400,2003.736803
-400.0,400,2004.018607
-400.0,400,2014.505905
-400.0,400,2014.787106
-400.0,400,2015.068988
-400.0,400,2015.353
-400.0,400,2015.634269
-400.0,400,2026.017975
-400.0,400,2026.335613
-400.0,400,2026.634039
-400.0,400,2026.933677
-400.0,400,2027.220155
-400.0,400,2037.656555
-400.0,400,2037.935184
-400.0,400,2038.224239
-400.0,400,2038.509992
-400.0,400,2038.800997
-400.0,400,2049.420315
-400.0,400,2049.702289
-400.0,400,2049.983771
-400.0,400,2050.266018
-400.0,400,2050.550402
-400.0,400,2061.018468
-400.0,400,2061.30817
-400.0,400,2061.600916
-400.0,400,2061.892252
-400.0,400,2062.173396
-400.0,400,2072.672971
-400.0,400,2072.974313
-400.0,400,2073.280417
-400.0,400,2073.585195
-400.0,400,2073.888107
-400.0,400,2074.173951
-400.0,400,2084.59081
-400.0,400,2084.870573
-400.0,400,2085.155398
-400.0,400,2085.438573
-400.0,400,2085.725881
-400.0,400,2097.03495
-400.0,400,2097.357536
-400.0,400,2097.71983
-400.0,400,2098.030216
-400.0,400,2098.457955
-400.0,400,2111.41685
-400.0,400,2111.80265
-400.0,400,2112.145117
-400.0,400,2112.57443
-400.0,400,2112.930924
-400.0,400,2125.551004
-400.0,400,2125.871514
-400.0,400,2126.207052
-400.0,400,2126.521555
-400.0,400,2126.833147
-400.0,400,2138.384491
-400.0,400,2138.690666
-400.0,400,2138.997293
-400.0,400,2139.317971
-400.0,400,2139.624029
-400.0,400,2150.875704
-400.0,400,2151.174145
-400.0,400,2151.468541
-400.0,400,2151.767759
-400.0,400,2152.067026
-400.0,400,2163.009402
-400.0,400,2163.299892
-400.0,400,2163.587011
-400.0,400,2163.880741
-400.0,400,2164.178924
-400.0,400,2175.036481
-400.0,400,2175.329189
-400.0,400,2175.615444
-400.0,400,2175.90824
-400.0,400,2176.206254
-400.0,400,2176.497158
-400.0,400,2187.378804
-400.0,400,2187.753909
-400.0,400,2188.090584
-400.0,400,2188.407555
-400.0,400,2188.861915
-400.0,400,2201.266735
-400.0,400,2201.592314
-400.0,400,2201.947634
-400.0,400,2202.317265
-400.0,400,2202.639916
-400.0,400,2215.185624
-400.0,400,2215.550484
-400.0,400,2215.890953
-400.0,400,2216.230689
-400.0,400,2216.560127
-400.0,400,2227.693516
-400.0,400,2228.005818
-400.0,400,2228.330024
-400.0,400,2228.61646
-400.0,400,2229.034636
-400.0,400,2240.736604
-400.0,400,2241.018505
-400.0,400,2241.307478
-400.0,400,2241.598851
-400.0,400,2241.885329
-400.0,400,2252.944854
-400.0,400,2253.255751
-400.0,400,2253.549946
-400.0,400,2253.859166
-400.0,400,2254.151778
-400.0,400,2266.024363
-400.0,400,2266.353513
-400.0,400,2266.791461
-400.0,400,2267.124095
-400.0,400,2267.483784
-400.0,400,2278.618894
-400.0,400,2278.916269
-400.0,400,2279.264542
-400.0,400,2279.552589
-400.0,400,2279.838266
-400.0,400,2280.119894
-400.0,400,2290.73826
-400.0,400,2291.024299
-400.0,400,2291.331316
-400.0,400,2291.643891
-400.0,400,2291.926255
-400.0,400,2326.405529
-400.0,400,2326.716166
-400.0,400,2327.024199
-400.0,400,2327.339088
-400.0,400,2327.655624
-400.0,400,2338.614986
-400.0,400,2338.912686
-400.0,400,2339.24322
-400.0,400,2339.534438
-400.0,400,2339.821904
-400.0,400,2350.44546
-400.0,400,2350.738945
-400.0,400,2351.024012
-400.0,400,2351.306856
-400.0,400,2351.590506
-400.0,400,2363.028397
-400.0,400,2363.318647
-400.0,400,2363.611205
-400.0,400,2363.903726
-400.0,400,2364.205391
-400.0,400,2375.00825
-400.0,400,2375.304934
-400.0,400,2375.590248
-400.0,400,2375.874523
-400.0,400,2376.155776
-400.0,400,2386.996432
-400.0,400,2387.298588
-400.0,400,2387.586482
-400.0,400,2387.876244
-400.0,400,2388.155577
-400.0,400,2398.941214
-400.0,400,2399.248461
-400.0,400,2399.544442
-400.0,400,2399.832568
-400.0,400,2400.112011
-400.0,400,2410.938015
-400.0,400,2411.242558
-400.0,400,2411.548532
-400.0,400,2411.842972
-400.0,400,2412.129139
-400.0,400,2412.415011
-400.0,400,2423.280831
-400.0,400,2423.564395
-400.0,400,2423.848357
-400.0,400,2424.13329
-400.0,400,2424.417202
-400.0,400,2434.855898
-400.0,400,2435.13834
-400.0,400,2435.42471
-400.0,400,2435.707944
-400.0,400,2436.020796
-400.0,400,2446.576297
-400.0,400,2446.858951
-400.0,400,2447.150645
-400.0,400,2447.443602
-400.0,400,2447.73486
-400.0,400,2458.261002
-400.0,400,2458.541899
-400.0,400,2458.823941
-400.0,400,2459.105223
-400.0,400,2459.411014
